event_id: EVT00000001, load_id: LOAD00000001, trip_id: TRIP00000001, event_type: Pickup, facility_id: FAC00034, scheduled_datetime: 2022-01-01 18:00:00.000000, actual_datetime: 2022-01-01 20:58:55.918185, detention_minutes: 0, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00001263, load_id: LOAD00000632, trip_id: TRIP00000632, event_type: Pickup, facility_id: FAC00016, scheduled_datetime: 2022-01-09 10:00:00.000000, actual_datetime: 2022-01-09 08:45:28.110781, detention_minutes: 170, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001264, load_id: LOAD00000632, trip_id: TRIP00000632, event_type: Delivery, facility_id: FAC00025, scheduled_datetime: 2022-01-11 03:39:28.110781, actual_datetime: 2022-01-11 07:06:32.304668, detention_minutes: 141, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001265, load_id: LOAD00000633, trip_id: TRIP00000633, event_type: Pickup, facility_id: FAC00037, scheduled_datetime: 2022-01-09 15:00:00.000000, actual_datetime: 2022-01-09 18:26:36.921673, detention_minutes: 44, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00001266, load_id: LOAD00000633, trip_id: TRIP00000633, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-11 03:26:36.921673, actual_datetime: 2022-01-11 06:26:30.241712, detention_minutes: 54, on_time_flag: False, location_city: Indianapolis, location_state: IN
event_id: EVT00001267, load_id: LOAD00000634, trip_id: TRIP00000634, event_type: Pickup, facility_id: FAC00048, scheduled_datetime: 2022-01-09 09:00:00.000000, actual_datetime: 2022-01-09 10:52:02.220834, detention_minutes: 103, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00001268, load_id: LOAD00000634, trip_id: TRIP00000634, event_type: Delivery, facility_id: FAC00025, scheduled_datetime: 2022-01-10 09:04:02.220834, actual_datetime: 2022-01-10 08:57:34.486192, detention_minutes: 88, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00001269, load_id: LOAD00000635, trip_id: TRIP00000635, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-09 17:00:00.000000, actual_datetime: 2022-01-09 18:08:19.171737, detention_minutes: 15, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001270, load_id: LOAD00000635, trip_id: TRIP00000635, event_type: Delivery, facility_id: FAC00043, scheduled_datetime: 2022-01-10 08:32:19.171737, actual_datetime: 2022-01-10 06:34:46.514793, detention_minutes: 164, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00001271, load_id: LOAD00000636, trip_id: TRIP00000636, event_type: Pickup, facility_id: FAC00015, scheduled_datetime: 2022-01-09 11:00:00.000000, actual_datetime: 2022-01-09 10:53:50.033948, detention_minutes: 43, on_time_flag: True, location_city: Chicago, location_state: IL
event_id: EVT00001272, load_id: LOAD00000636, trip_id: TRIP00000636, event_type: Delivery, facility_id: FAC00001, scheduled_datetime: 2022-01-10 20:59:50.033948, actual_datetime: 2022-01-10 19:08:08.244015, detention_minutes: 141, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00001273, load_id: LOAD00000637, trip_id: TRIP00000637, event_type: Pickup, facility_id: FAC00039, scheduled_datetime: 2022-01-09 13:00:00.000000, actual_datetime: 2022-01-09 16:56:16.328320, detention_minutes: 157, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00001274, load_id: LOAD00000637, trip_id: TRIP00000637, event_type: Delivery, facility_id: FAC00048, scheduled_datetime: 2022-01-10 15:56:16.328320, actual_datetime: 2022-01-10 19:37:40.822761, detention_minutes: 75, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00001275, load_id: LOAD00000638, trip_id: TRIP00000638, event_type: Pickup, facility_id: FAC00047, scheduled_datetime: 2022-01-09 18:00:00.000000, actual_datetime: 2022-01-09 16:52:25.973099, detention_minutes: 6, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001276, load_id: LOAD00000638, trip_id: TRIP00000638, event_type: Delivery, facility_id: FAC00030, scheduled_datetime: 2022-01-10 14:10:25.973099, actual_datetime: 2022-01-10 16:49:18.304532, detention_minutes: 132, on_time_flag: False, location_city: Detroit, location_state: MI
event_id: EVT00001277, load_id: LOAD00000639, trip_id: TRIP00000639, event_type: Pickup, facility_id: FAC00035, scheduled_datetime: 2022-01-09 14:00:00.000000, actual_datetime: 2022-01-09 12:53:08.225115, detention_minutes: 111, on_time_flag: True, location_city: Chicago, location_state: IL
event_id: EVT00001278, load_id: LOAD00000639, trip_id: TRIP00000639, event_type: Delivery, facility_id: FAC00006, scheduled_datetime: 2022-01-11 02:29:08.225115, actual_datetime: 2022-01-11 01:10:51.770190, detention_minutes: 47, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00001279, load_id: LOAD00000640, trip_id: TRIP00000640, event_type: Pickup, facility_id: FAC00016, scheduled_datetime: 2022-01-09 10:00:00.000000, actual_datetime: 2022-01-09 12:54:48.874947, detention_minutes: 0, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00001280, load_id: LOAD00000640, trip_id: TRIP00000640, event_type: Delivery, facility_id: FAC00017, scheduled_datetime: 2022-01-09 21:54:48.874947, actual_datetime: 2022-01-10 02:43:18.230257, detention_minutes: 118, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00001281, load_id: LOAD00000641, trip_id: TRIP00000641, event_type: Pickup, facility_id: FAC00031, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 10:28:01.320597, detention_minutes: 156, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00001282, load_id: LOAD00000641, trip_id: TRIP00000641, event_type: Delivery, facility_id: FAC00022, scheduled_datetime: 2022-01-11 11:46:01.320597, actual_datetime: 2022-01-11 13:25:29.555903, detention_minutes: 153, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00001283, load_id: LOAD00000642, trip_id: TRIP00000642, event_type: Pickup, facility_id: FAC00002, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 11:08:27.800001, detention_minutes: 110, on_time_flag: False, location_city: Phoenix, location_state: AZ
event_id: EVT00001284, load_id: LOAD00000642, trip_id: TRIP00000642, event_type: Delivery, facility_id: FAC00018, scheduled_datetime: 2022-01-11 13:38:27.800001, actual_datetime: 2022-01-11 16:17:35.470004, detention_minutes: 7, on_time_flag: False, location_city: Philadelphia, location_state: PA
event_id: EVT00001285, load_id: LOAD00000643, trip_id: TRIP00000643, event_type: Pickup, facility_id: FAC00021, scheduled_datetime: 2022-01-09 17:00:00.000000, actual_datetime: 2022-01-09 20:23:46.478811, detention_minutes: 0, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00001286, load_id: LOAD00000643, trip_id: TRIP00000643, event_type: Delivery, facility_id: FAC00035, scheduled_datetime: 2022-01-10 15:35:46.478811, actual_datetime: 2022-01-10 18:58:25.013903, detention_minutes: 44, on_time_flag: False, location_city: Dallas, location_state: TX
event_id: EVT00001287, load_id: LOAD00000644, trip_id: TRIP00000644, event_type: Pickup, facility_id: FAC00021, scheduled_datetime: 2022-01-09 06:00:00.000000, actual_datetime: 2022-01-09 07:35:54.044869, detention_minutes: 132, on_time_flag: True, location_city: Dallas, location_state: TX
event_id: EVT00001288, load_id: LOAD00000644, trip_id: TRIP00000644, event_type: Delivery, facility_id: FAC00029, scheduled_datetime: 2022-01-09 23:47:54.044869, actual_datetime: 2022-01-09 23:36:28.722524, detention_minutes: 79, on_time_flag: True, location_city: Indianapolis, location_state: IN
event_id: EVT00001289, load_id: LOAD00000645, trip_id: TRIP00000645, event_type: Pickup, facility_id: FAC00010, scheduled_datetime: 2022-01-09 12:00:00.000000, actual_datetime: 2022-01-09 13:39:37.292805, detention_minutes: 96, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001290, load_id: LOAD00000645, trip_id: TRIP00000645, event_type: Delivery, facility_id: FAC00049, scheduled_datetime: 2022-01-10 02:27:37.292805, actual_datetime: 2022-01-10 03:00:30.468764, detention_minutes: 155, on_time_flag: True, location_city: Minneapolis, location_state: MN
event_id: EVT00001291, load_id: LOAD00000646, trip_id: TRIP00000646, event_type: Pickup, facility_id: FAC00019, scheduled_datetime: 2022-01-09 14:00:00.000000, actual_datetime: 2022-01-09 12:38:32.015654, detention_minutes: 65, on_time_flag: True, location_city: Minneapolis, location_state: MN
event_id: EVT00001292, load_id: LOAD00000646, trip_id: TRIP00000646, event_type: Delivery, facility_id: FAC00045, scheduled_datetime: 2022-01-10 08:50:32.015654, actual_datetime: 2022-01-10 14:46:12.913821, detention_minutes: 125, on_time_flag: False, location_city: Atlanta, location_state: GA
event_id: EVT00001293, load_id: LOAD00000647, trip_id: TRIP00000647, event_type: Pickup, facility_id: FAC00023, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 06:21:51.503730, detention_minutes: 130, on_time_flag: True, location_city: Minneapolis, location_state: MN
event_id: EVT00001294, load_id: LOAD00000647, trip_id: TRIP00000647, event_type: Delivery, facility_id: FAC00023, scheduled_datetime: 2022-01-10 17:15:51.503730, actual_datetime: 2022-01-10 20:20:01.158968, detention_minutes: 192, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001295, load_id: LOAD00000648, trip_id: TRIP00000648, event_type: Pickup, facility_id: FAC00028, scheduled_datetime: 2022-01-09 13:00:00.000000, actual_datetime: 2022-01-09 12:18:19.490423, detention_minutes: 160, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001296, load_id: LOAD00000648, trip_id: TRIP00000648, event_type: Delivery, facility_id: FAC00039, scheduled_datetime: 2022-01-10 23:06:19.490423, actual_datetime: 2022-01-10 23:33:18.318734, detention_minutes: 140, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00001297, load_id: LOAD00000649, trip_id: TRIP00000649, event_type: Pickup, facility_id: FAC00028, scheduled_datetime: 2022-01-09 14:00:00.000000, actual_datetime: 2022-01-09 16:28:01.773153, detention_minutes: 114, on_time_flag: False, location_city: Las Vegas, location_state: NV
event_id: EVT00001298, load_id: LOAD00000649, trip_id: TRIP00000649, event_type: Delivery, facility_id: FAC00027, scheduled_datetime: 2022-01-09 20:52:01.773153, actual_datetime: 2022-01-09 23:02:55.194089, detention_minutes: 158, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001299, load_id: LOAD00000650, trip_id: TRIP00000650, event_type: Pickup, facility_id: FAC00028, scheduled_datetime: 2022-01-09 11:00:00.000000, actual_datetime: 2022-01-09 12:45:15.329125, detention_minutes: 39, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00001300, load_id: LOAD00000650, trip_id: TRIP00000650, event_type: Delivery, facility_id: FAC00035, scheduled_datetime: 2022-01-11 08:45:15.329125, actual_datetime: 2022-01-11 13:00:58.090560, detention_minutes: 45, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00001301, load_id: LOAD00000651, trip_id: TRIP00000651, event_type: Pickup, facility_id: FAC00027, scheduled_datetime: 2022-01-09 06:00:00.000000, actual_datetime: 2022-01-09 04:18:28.108971, detention_minutes: 80, on_time_flag: True, location_city: New York, location_state: NY
event_id: EVT00001302, load_id: LOAD00000651, trip_id: TRIP00000651, event_type: Delivery, facility_id: FAC00002, scheduled_datetime: 2022-01-09 12:54:28.108971, actual_datetime: 2022-01-09 10:56:49.925888, detention_minutes: 111, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001303, load_id: LOAD00000652, trip_id: TRIP00000652, event_type: Pickup, facility_id: FAC00005, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 06:47:52.878615, detention_minutes: 16, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00001304, load_id: LOAD00000652, trip_id: TRIP00000652, event_type: Delivery, facility_id: FAC00012, scheduled_datetime: 2022-01-10 13:53:52.878615, actual_datetime: 2022-01-10 17:12:50.925316, detention_minutes: 126, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001305, load_id: LOAD00000653, trip_id: TRIP00000653, event_type: Pickup, facility_id: FAC00032, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 09:18:17.635143, detention_minutes: 12, on_time_flag: True, location_city: Phoenix, location_state: AZ
event_id: EVT00001306, load_id: LOAD00000653, trip_id: TRIP00000653, event_type: Delivery, facility_id: FAC00008, scheduled_datetime: 2022-01-09 20:42:17.635143, actual_datetime: 2022-01-09 20:56:56.266957, detention_minutes: 16, on_time_flag: True, location_city: Denver, location_state: CO
event_id: EVT00001307, load_id: LOAD00000654, trip_id: TRIP00000654, event_type: Pickup, facility_id: FAC00017, scheduled_datetime: 2022-01-09 16:00:00.000000, actual_datetime: 2022-01-09 14:55:55.143688, detention_minutes: 170, on_time_flag: True, location_city: Charlotte, location_state: NC
event_id: EVT00001308, load_id: LOAD00000654, trip_id: TRIP00000654, event_type: Delivery, facility_id: FAC00049, scheduled_datetime: 2022-01-10 20:37:55.143688, actual_datetime: 2022-01-10 21:19:01.383656, detention_minutes: 0, on_time_flag: True, location_city: Denver, location_state: CO
event_id: EVT00001309, load_id: LOAD00000655, trip_id: TRIP00000655, event_type: Pickup, facility_id: FAC00031, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 07:24:24.960300, detention_minutes: 102, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00001310, load_id: LOAD00000655, trip_id: TRIP00000655, event_type: Delivery, facility_id: FAC00033, scheduled_datetime: 2022-01-10 20:42:24.960300, actual_datetime: 2022-01-11 01:54:31.851508, detention_minutes: 110, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00001311, load_id: LOAD00000656, trip_id: TRIP00000656, event_type: Pickup, facility_id: FAC00001, scheduled_datetime: 2022-01-09 18:00:00.000000, actual_datetime: 2022-01-09 18:35:10.130000, detention_minutes: 80, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001312, load_id: LOAD00000656, trip_id: TRIP00000656, event_type: Delivery, facility_id: FAC00010, scheduled_datetime: 2022-01-11 11:05:10.130000, actual_datetime: 2022-01-11 08:19:13.431055, detention_minutes: 115, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00001313, load_id: LOAD00000657, trip_id: TRIP00000657, event_type: Pickup, facility_id: FAC00031, scheduled_datetime: 2022-01-09 16:00:00.000000, actual_datetime: 2022-01-09 17:38:45.524801, detention_minutes: 143, on_time_flag: True, location_city: New York, location_state: NY
event_id: EVT00001314, load_id: LOAD00000657, trip_id: TRIP00000657, event_type: Delivery, facility_id: FAC00041, scheduled_datetime: 2022-01-10 03:02:45.524801, actual_datetime: 2022-01-10 06:03:46.794560, detention_minutes: 167, on_time_flag: False, location_city: Columbus, location_state: OH
event_id: EVT00001315, load_id: LOAD00000658, trip_id: TRIP00000658, event_type: Pickup, facility_id: FAC00037, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 09:02:21.997669, detention_minutes: 0, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00001316, load_id: LOAD00000658, trip_id: TRIP00000658, event_type: Delivery, facility_id: FAC00046, scheduled_datetime: 2022-01-11 03:44:21.997669, actual_datetime: 2022-01-11 08:29:22.524710, detention_minutes: 227, on_time_flag: False, location_city: Seattle, location_state: WA
event_id: EVT00001317, load_id: LOAD00000659, trip_id: TRIP00000659, event_type: Pickup, facility_id: FAC00034, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 11:36:56.205079, detention_minutes: 67, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00001318, load_id: LOAD00000659, trip_id: TRIP00000659, event_type: Delivery, facility_id: FAC00036, scheduled_datetime: 2022-01-10 11:48:56.205079, actual_datetime: 2022-01-10 10:28:11.977520, detention_minutes: 210, on_time_flag: True, location_city: Miami, location_state: FL
event_id: EVT00001319, load_id: LOAD00000660, trip_id: TRIP00000660, event_type: Pickup, facility_id: FAC00001, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 09:10:11.894918, detention_minutes: 43, on_time_flag: True, location_city: Memphis, location_state: TN
event_id: EVT00001320, load_id: LOAD00000660, trip_id: TRIP00000660, event_type: Delivery, facility_id: FAC00015, scheduled_datetime: 2022-01-10 17:34:11.894918, actual_datetime: 2022-01-10 21:43:38.784083, detention_minutes: 83, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001321, load_id: LOAD00000661, trip_id: TRIP00000661, event_type: Pickup, facility_id: FAC00021, scheduled_datetime: 2022-01-09 11:00:00.000000, actual_datetime: 2022-01-09 12:54:59.461374, detention_minutes: 115, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001322, load_id: LOAD00000661, trip_id: TRIP00000661, event_type: Delivery, facility_id: FAC00045, scheduled_datetime: 2022-01-10 22:54:59.461374, actual_datetime: 2022-01-11 01:27:36.111820, detention_minutes: 23, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00001323, load_id: LOAD00000662, trip_id: TRIP00000662, event_type: Pickup, facility_id: FAC00020, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 09:44:59.320539, detention_minutes: 0, on_time_flag: False, location_city: Houston, location_state: TX
event_id: EVT00001324, load_id: LOAD00000662, trip_id: TRIP00000662, event_type: Delivery, facility_id: FAC00001, scheduled_datetime: 2022-01-10 19:20:59.320539, actual_datetime: 2022-01-10 16:58:11.956873, detention_minutes: 64, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00001325, load_id: LOAD00000663, trip_id: TRIP00000663, event_type: Pickup, facility_id: FAC00038, scheduled_datetime: 2022-01-09 12:00:00.000000, actual_datetime: 2022-01-09 13:03:57.626695, detention_minutes: 19, on_time_flag: True, location_city: Memphis, location_state: TN
event_id: EVT00001326, load_id: LOAD00000663, trip_id: TRIP00000663, event_type: Delivery, facility_id: FAC00024, scheduled_datetime: 2022-01-10 02:03:57.626695, actual_datetime: 2022-01-10 06:18:31.158125, detention_minutes: 162, on_time_flag: False, location_city: Minneapolis, location_state: MN
event_id: EVT00001327, load_id: LOAD00000664, trip_id: TRIP00000664, event_type: Pickup, facility_id: FAC00015, scheduled_datetime: 2022-01-09 17:00:00.000000, actual_datetime: 2022-01-09 15:56:45.838287, detention_minutes: 160, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001328, load_id: LOAD00000664, trip_id: TRIP00000664, event_type: Delivery, facility_id: FAC00014, scheduled_datetime: 2022-01-11 03:44:45.838287, actual_datetime: 2022-01-11 02:54:20.266085, detention_minutes: 174, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00001329, load_id: LOAD00000665, trip_id: TRIP00000665, event_type: Pickup, facility_id: FAC00038, scheduled_datetime: 2022-01-09 17:00:00.000000, actual_datetime: 2022-01-09 20:42:43.197399, detention_minutes: 30, on_time_flag: False, location_city: Charlotte, location_state: NC
event_id: EVT00001330, load_id: LOAD00000665, trip_id: TRIP00000665, event_type: Delivery, facility_id: FAC00039, scheduled_datetime: 2022-01-11 05:24:43.197399, actual_datetime: 2022-01-11 03:27:47.819330, detention_minutes: 114, on_time_flag: True, location_city: Denver, location_state: CO
event_id: EVT00001331, load_id: LOAD00000666, trip_id: TRIP00000666, event_type: Pickup, facility_id: FAC00038, scheduled_datetime: 2022-01-09 13:00:00.000000, actual_datetime: 2022-01-09 11:09:53.312415, detention_minutes: 109, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00001332, load_id: LOAD00000666, trip_id: TRIP00000666, event_type: Delivery, facility_id: FAC00038, scheduled_datetime: 2022-01-10 18:33:53.312415, actual_datetime: 2022-01-10 23:30:37.656671, detention_minutes: 100, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001333, load_id: LOAD00000667, trip_id: TRIP00000667, event_type: Pickup, facility_id: FAC00042, scheduled_datetime: 2022-01-09 06:00:00.000000, actual_datetime: 2022-01-09 04:08:52.026801, detention_minutes: 79, on_time_flag: True, location_city: Dallas, location_state: TX
event_id: EVT00001334, load_id: LOAD00000667, trip_id: TRIP00000667, event_type: Delivery, facility_id: FAC00022, scheduled_datetime: 2022-01-09 16:32:52.026801, actual_datetime: 2022-01-09 19:07:27.790986, detention_minutes: 239, on_time_flag: False, location_city: Denver, location_state: CO
event_id: EVT00001335, load_id: LOAD00000668, trip_id: TRIP00000668, event_type: Pickup, facility_id: FAC00039, scheduled_datetime: 2022-01-09 07:00:00.000000, actual_datetime: 2022-01-09 07:29:48.774548, detention_minutes: 117, on_time_flag: True, location_city: Dallas, location_state: TX
event_id: EVT00001336, load_id: LOAD00000668, trip_id: TRIP00000668, event_type: Delivery, facility_id: FAC00008, scheduled_datetime: 2022-01-09 22:59:48.774548, actual_datetime: 2022-01-10 00:19:52.392970, detention_minutes: 136, on_time_flag: True, location_city: Indianapolis, location_state: IN
event_id: EVT00001337, load_id: LOAD00000669, trip_id: TRIP00000669, event_type: Pickup, facility_id: FAC00034, scheduled_datetime: 2022-01-09 12:00:00.000000, actual_datetime: 2022-01-09 10:05:36.755061, detention_minutes: 150, on_time_flag: True, location_city: Las Vegas, location_state: NV
event_id: EVT00001338, load_id: LOAD00000669, trip_id: TRIP00000669, event_type: Delivery, facility_id: FAC00012, scheduled_datetime: 2022-01-10 11:29:36.755061, actual_datetime: 2022-01-10 15:08:57.132665, detention_minutes: 131, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00001339, load_id: LOAD00000670, trip_id: TRIP00000670, event_type: Pickup, facility_id: FAC00020, scheduled_datetime: 2022-01-09 12:00:00.000000, actual_datetime: 2022-01-09 10:25:04.437157, detention_minutes: 0, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001340, load_id: LOAD00000670, trip_id: TRIP00000670, event_type: Delivery, facility_id: FAC00039, scheduled_datetime: 2022-01-11 03:55:04.437157, actual_datetime: 2022-01-11 07:20:48.319247, detention_minutes: 3, on_time_flag: False, location_city: Los Angeles, location_state: CA
event_id: EVT00001341, load_id: LOAD00000671, trip_id: TRIP00000671, event_type: Pickup, facility_id: FAC00002, scheduled_datetime: 2022-01-09 18:00:00.000000, actual_datetime: 2022-01-09 19:42:53.225771, detention_minutes: 174, on_time_flag: True, location_city: Philadelphia, location_state: PA
event_id: EVT00001342, load_id: LOAD00000671, trip_id: TRIP00000671, event_type: Delivery, facility_id: FAC00036, scheduled_datetime: 2022-01-10 15:30:53.225771, actual_datetime: 2022-01-10 14:54:08.035374, detention_minutes: 63, on_time_flag: True, location_city: Minneapolis, location_state: MN
event_id: EVT00001343, load_id: LOAD00000672, trip_id: TRIP00000672, event_type: Pickup, facility_id: FAC00004, scheduled_datetime: 2022-01-09 15:00:00.000000, actual_datetime: 2022-01-09 14:50:22.076159, detention_minutes: 0, on_time_flag: True, location_city: Columbus, location_state: OH
event_id: EVT00001344, load_id: LOAD00000672, trip_id: TRIP00000672, event_type: Delivery, facility_id: FAC00046, scheduled_datetime: 2022-01-11 04:20:22.076159, actual_datetime: 2022-01-11 09:16:40.004696, detention_minutes: 140, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00001345, load_id: LOAD00000673, trip_id: TRIP00000673, event_type: Pickup, facility_id: FAC00032, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 10:56:00.997990, detention_minutes: 11, on_time_flag: False, location_city: Miami, location_state: FL
event_id: EVT00001346, load_id: LOAD00000673, trip_id: TRIP00000673, event_type: Delivery, facility_id: FAC00024, scheduled_datetime: 2022-01-11 18:56:00.997990, actual_datetime: 2022-01-11 17:46:37.485883, detention_minutes: 177, on_time_flag: True, location_city: Seattle, location_state: WA
event_id: EVT00001347, load_id: LOAD00000674, trip_id: TRIP00000674, event_type: Pickup, facility_id: FAC00034, scheduled_datetime: 2022-01-09 16:00:00.000000, actual_datetime: 2022-01-09 17:27:31.253836, detention_minutes: 69, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001348, load_id: LOAD00000674, trip_id: TRIP00000674, event_type: Delivery, facility_id: FAC00018, scheduled_datetime: 2022-01-11 13:03:31.253836, actual_datetime: 2022-01-11 10:12:36.645999, detention_minutes: 0, on_time_flag: False, location_city: Portland, location_state: OR
event_id: EVT00001349, load_id: LOAD00000675, trip_id: TRIP00000675, event_type: Pickup, facility_id: FAC00017, scheduled_datetime: 2022-01-09 18:00:00.000000, actual_datetime: 2022-01-09 18:48:10.695231, detention_minutes: 167, on_time_flag: True, location_city: Houston, location_state: TX
event_id: EVT00001350, load_id: LOAD00000675, trip_id: TRIP00000675, event_type: Delivery, facility_id: FAC00040, scheduled_datetime: 2022-01-11 12:06:10.695231, actual_datetime: 2022-01-11 13:58:30.440144, detention_minutes: 195, on_time_flag: True, location_city: Portland, location_state: OR
event_id: EVT00001351, load_id: LOAD00000676, trip_id: TRIP00000676, event_type: Pickup, facility_id: FAC00039, scheduled_datetime: 2022-01-09 18:00:00.000000, actual_datetime: 2022-01-09 16:19:29.799565, detention_minutes: 28, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00001352, load_id: LOAD00000676, trip_id: TRIP00000676, event_type: Delivery, facility_id: FAC00037, scheduled_datetime: 2022-01-10 17:31:29.799565, actual_datetime: 2022-01-10 15:03:04.372965, detention_minutes: 139, on_time_flag: False, location_city: Miami, location_state: FL
event_id: EVT00001353, load_id: LOAD00000677, trip_id: TRIP00000677, event_type: Pickup, facility_id: FAC00010, scheduled_datetime: 2022-01-09 17:00:00.000000, actual_datetime: 2022-01-09 20:16:02.276462, detention_minutes: 43, on_time_flag: False, location_city: Denver, location_state: CO
event_id: EVT00001354, load_id: LOAD00000677, trip_id: TRIP00000677, event_type: Delivery, facility_id: FAC00044, scheduled_datetime: 2022-01-10 07:04:02.276462, actual_datetime: 2022-01-10 12:09:02.463545, detention_minutes: 78, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00001355, load_id: LOAD00000678, trip_id: TRIP00000678, event_type: Pickup, facility_id: FAC00045, scheduled_datetime: 2022-01-09 12:00:00.000000, actual_datetime: 2022-01-09 10:45:14.785817, detention_minutes: 0, on_time_flag: True, location_city: Phoenix, location_state: AZ
event_id: EVT00001356, load_id: LOAD00000678, trip_id: TRIP00000678, event_type: Delivery, facility_id: FAC00007, scheduled_datetime: 2022-01-10 10:39:14.785817, actual_datetime: 2022-01-10 16:10:45.685951, detention_minutes: 0, on_time_flag: False, location_city: Kansas City, location_state: MO
event_id: EVT00001357, load_id: LOAD00000679, trip_id: TRIP00000679, event_type: Pickup, facility_id: FAC00046, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 11:39:36.091313, detention_minutes: 157, on_time_flag: False, location_city: Miami, location_state: FL
event_id: EVT00001358, load_id: LOAD00000679, trip_id: TRIP00000679, event_type: Delivery, facility_id: FAC00032, scheduled_datetime: 2022-01-10 12:03:36.091313, actual_datetime: 2022-01-10 13:27:25.896053, detention_minutes: 102, on_time_flag: True, location_city: Dallas, location_state: TX
event_id: EVT00001359, load_id: LOAD00000680, trip_id: TRIP00000680, event_type: Pickup, facility_id: FAC00003, scheduled_datetime: 2022-01-09 08:00:00.000000, actual_datetime: 2022-01-09 06:22:24.053716, detention_minutes: 40, on_time_flag: True, location_city: Kansas City, location_state: MO
event_id: EVT00001360, load_id: LOAD00000680, trip_id: TRIP00000680, event_type: Delivery, facility_id: FAC00006, scheduled_datetime: 2022-01-10 09:16:24.053716, actual_datetime: 2022-01-10 08:26:38.378765, detention_minutes: 214, on_time_flag: True, location_city: Miami, location_state: FL
