fuel_purchase_id: FUEL00000001, trip_id: TRIP00051284, truck_id: TRK00045, driver_id: DRV00102, purchase_date: 2023-10-22 05:00:00, location_city: Columbus, location_state: MN, gallons: 131.6, price_per_gallon: 3.399, total_cost: 447.31, fuel_card_number: FC567161
fuel_purchase_id: FUEL00001349, trip_id: TRIP00062874, truck_id: TRK00091, driver_id: DRV00103, purchase_date: 2024-03-21 01:00:00, location_city: Dallas, location_state: IL, gallons: 73.4, price_per_gallon: 3.242, total_cost: 237.96, fuel_card_number: FC144501
fuel_purchase_id: FUEL00001350, trip_id: TRIP00025281, truck_id: TRK00105, driver_id: DRV00010, purchase_date: 2022-11-19 09:00:00, location_city: Kansas City, location_state: AZ, gallons: 77.9, price_per_gallon: 4.274, total_cost: 332.94, fuel_card_number: FC614791
fuel_purchase_id: FUEL00001351, trip_id: TRIP00064511, truck_id: TRK00024, driver_id: DRV00084, purchase_date: 2024-04-12 00:00:00, location_city: Minneapolis, location_state: OH, gallons: 126.9, price_per_gallon: 4.143, total_cost: 525.75, fuel_card_number: FC748360
fuel_purchase_id: FUEL00001352, trip_id: TRIP00076939, truck_id: TRK00096, driver_id: DRV00084, purchase_date: 2024-09-16 00:00:00, location_city: Atlanta, location_state: NY, gallons: 155.8, price_per_gallon: 3.466, total_cost: 540.0, fuel_card_number: FC519564
fuel_purchase_id: FUEL00001353, trip_id: TRIP00055580, truck_id: TRK00074, driver_id: DRV00092, purchase_date: 2023-12-18 07:00:00, location_city: Memphis, location_state: IL, gallons: 150.3, price_per_gallon: 3.849, total_cost: 578.5, fuel_card_number: FC911793
fuel_purchase_id: FUEL00001354, trip_id: TRIP00021578, truck_id: TRK00051, driver_id: DRV00085, purchase_date: 2022-10-04 07:00:00, location_city: Oklahoma City, location_state: UT, gallons: 120.9, price_per_gallon: 3.434, total_cost: 415.17, fuel_card_number: FC136792
fuel_purchase_id: FUEL00001355, trip_id: TRIP00008281, truck_id: TRK00049, driver_id: DRV00049, purchase_date: 2022-04-18 03:00:00, location_city: Philadelphia, location_state: IL, gallons: 164.0, price_per_gallon: 4.597, total_cost: 753.91, fuel_card_number: FC828267
fuel_purchase_id: FUEL00001356, trip_id: TRIP00029087, truck_id: TRK00068, driver_id: DRV00117, purchase_date: 2023-01-08 05:00:00, location_city: Portland, location_state: WI, gallons: 144.4, price_per_gallon: 4.176, total_cost: 603.01, fuel_card_number: FC134543
fuel_purchase_id: FUEL00001357, trip_id: TRIP00038769, truck_id: TRK00049, driver_id: DRV00023, purchase_date: 2023-05-14 06:00:00, location_city: Seattle, location_state: AZ, gallons: 183.7, price_per_gallon: 3.369, total_cost: 618.89, fuel_card_number: FC286956
fuel_purchase_id: FUEL00001358, trip_id: TRIP00024771, truck_id: TRK00024, driver_id: DRV00112, purchase_date: 2022-11-14 00:00:00, location_city: Chicago, location_state: PA, gallons: 70.1, price_per_gallon: 4.238, total_cost: 297.08, fuel_card_number: FC170488
fuel_purchase_id: FUEL00001359, trip_id: TRIP00039165, truck_id: TRK00018, driver_id: DRV00083, purchase_date: 2023-05-20 13:00:00, location_city: Memphis, location_state: NE, gallons: 123.5, price_per_gallon: 3.961, total_cost: 489.18, fuel_card_number: FC505849
fuel_purchase_id: FUEL00001360, trip_id: TRIP00074732, truck_id: TRK00086, driver_id: DRV00063, purchase_date: 2024-08-17 04:00:00, location_city: Omaha, location_state: NV, gallons: 63.0, price_per_gallon: 3.539, total_cost: 222.96, fuel_card_number: FC684991
fuel_purchase_id: FUEL00001361, trip_id: TRIP00016654, truck_id: TRK00090, driver_id: DRV00013, purchase_date: 2022-08-02 05:00:00, location_city: New York, location_state: FL, gallons: 184.6, price_per_gallon: 3.807, total_cost: 702.77, fuel_card_number: FC516428
fuel_purchase_id: FUEL00001362, trip_id: TRIP00010354, truck_id: TRK00026, driver_id: DRV00077, purchase_date: 2022-05-13 21:00:00, location_city: Indianapolis, location_state: NC, gallons: 140.1, price_per_gallon: 3.665, total_cost: 513.47, fuel_card_number: FC806240
fuel_purchase_id: FUEL00001363, trip_id: TRIP00074341, truck_id: TRK00036, driver_id: DRV00082, purchase_date: 2024-08-13 07:00:00, location_city: Nashville, location_state: MO, gallons: 95.3, price_per_gallon: 3.296, total_cost: 314.11, fuel_card_number: FC106220
fuel_purchase_id: FUEL00001364, trip_id: TRIP00016226, truck_id: TRK00091, driver_id: DRV00129, purchase_date: 2022-07-29 18:00:00, location_city: New York, location_state: IL, gallons: 79.9, price_per_gallon: 4.322, total_cost: 345.33, fuel_card_number: FC361953
fuel_purchase_id: FUEL00001365, trip_id: TRIP00045047, truck_id: TRK00045, driver_id: DRV00144, purchase_date: 2023-08-01 06:00:00, location_city: Indianapolis, location_state: PA, gallons: 126.5, price_per_gallon: 3.796, total_cost: 480.19, fuel_card_number: FC551853
fuel_purchase_id: FUEL00001366, trip_id: TRIP00079460, truck_id: TRK00019, driver_id: DRV00144, purchase_date: 2024-10-16 20:00:00, location_city: Atlanta, location_state: NV, gallons: 142.9, price_per_gallon: 3.982, total_cost: 569.03, fuel_card_number: FC557809
fuel_purchase_id: FUEL00001367, trip_id: TRIP00064151, truck_id: TRK00114, driver_id: DRV00128, purchase_date: 2024-04-04 05:00:00, location_city: Las Vegas, location_state: TX, gallons: 59.3, price_per_gallon: 3.507, total_cost: 207.97, fuel_card_number: FC177664
fuel_purchase_id: FUEL00001368, trip_id: TRIP00069481, truck_id: TRK00018, driver_id: DRV00064, purchase_date: 2024-06-12 10:00:00, location_city: Portland, location_state: OK, gallons: 169.3, price_per_gallon: 3.919, total_cost: 663.49, fuel_card_number: FC156912
fuel_purchase_id: FUEL00001369, trip_id: TRIP00068899, truck_id: TRK00107, driver_id: DRV00095, purchase_date: 2024-06-06 11:00:00, location_city: Portland, location_state: WA, gallons: 175.9, price_per_gallon: 3.51, total_cost: 617.41, fuel_card_number: FC449547
fuel_purchase_id: FUEL00001370, trip_id: TRIP00047443, truck_id: TRK00080, driver_id: DRV00122, purchase_date: 2023-09-04 07:00:00, location_city: Los Angeles, location_state: AZ, gallons: 58.4, price_per_gallon: 3.323, total_cost: 194.06, fuel_card_number: FC910694
fuel_purchase_id: FUEL00001371, trip_id: TRIP00057372, truck_id: TRK00039, driver_id: DRV00125, purchase_date: 2024-01-10 05:00:00, location_city: Minneapolis, location_state: CO, gallons: 134.5, price_per_gallon: 3.605, total_cost: 484.87, fuel_card_number: FC425162
fuel_purchase_id: FUEL00001372, trip_id: TRIP00058212, truck_id: TRK00093, driver_id: DRV00028, purchase_date: 2024-01-19 12:00:00, location_city: Salt Lake City, location_state: FL, gallons: 81.0, price_per_gallon: 3.224, total_cost: 261.14, fuel_card_number: FC697102
fuel_purchase_id: FUEL00001373, trip_id: TRIP00005629, truck_id: nan, driver_id: DRV00097, purchase_date: 2022-03-14 22:00:00, location_city: New York, location_state: TX, gallons: 196.7, price_per_gallon: 4.373, total_cost: 860.17, fuel_card_number: FC699761
fuel_purchase_id: FUEL00001374, trip_id: TRIP00008394, truck_id: TRK00044, driver_id: DRV00041, purchase_date: 2022-04-19 10:00:00, location_city: Las Vegas, location_state: TX, gallons: 192.5, price_per_gallon: 4.634, total_cost: 892.05, fuel_card_number: FC108720
fuel_purchase_id: FUEL00001375, trip_id: TRIP00050500, truck_id: TRK00091, driver_id: DRV00010, purchase_date: 2023-10-13 18:00:00, location_city: Minneapolis, location_state: IL, gallons: 64.6, price_per_gallon: 3.5, total_cost: 226.1, fuel_card_number: FC962194
fuel_purchase_id: FUEL00001376, trip_id: TRIP00072032, truck_id: TRK00064, driver_id: DRV00081, purchase_date: 2024-07-14 16:00:00, location_city: Oklahoma City, location_state: NC, gallons: 86.6, price_per_gallon: 3.638, total_cost: 315.05, fuel_card_number: FC569220
fuel_purchase_id: FUEL00001377, trip_id: TRIP00077170, truck_id: TRK00097, driver_id: DRV00120, purchase_date: 2024-09-17 00:00:00, location_city: Seattle, location_state: FL, gallons: 165.4, price_per_gallon: 3.306, total_cost: 546.81, fuel_card_number: FC670678
fuel_purchase_id: FUEL00001378, trip_id: TRIP00042322, truck_id: TRK00092, driver_id: nan, purchase_date: 2023-06-28 01:00:00, location_city: Minneapolis, location_state: NE, gallons: 114.3, price_per_gallon: 4.064, total_cost: 464.52, fuel_card_number: FC295926
fuel_purchase_id: FUEL00001379, trip_id: TRIP00023951, truck_id: TRK00086, driver_id: DRV00065, purchase_date: 2022-11-04 01:00:00, location_city: Oklahoma City, location_state: NY, gallons: 61.2, price_per_gallon: 4.642, total_cost: 284.09, fuel_card_number: FC476220
fuel_purchase_id: FUEL00001380, trip_id: TRIP00039071, truck_id: TRK00013, driver_id: DRV00141, purchase_date: 2023-05-19 10:00:00, location_city: New York, location_state: IL, gallons: 181.4, price_per_gallon: 3.538, total_cost: 641.79, fuel_card_number: FC363019
fuel_purchase_id: FUEL00001381, trip_id: TRIP00016692, truck_id: TRK00074, driver_id: DRV00120, purchase_date: 2022-08-03 16:00:00, location_city: Minneapolis, location_state: MO, gallons: 148.3, price_per_gallon: 3.575, total_cost: 530.17, fuel_card_number: FC605755
fuel_purchase_id: FUEL00001382, trip_id: TRIP00000697, truck_id: TRK00085, driver_id: DRV00104, purchase_date: 2022-01-11 14:00:00, location_city: Seattle, location_state: MI, gallons: 53.0, price_per_gallon: 3.993, total_cost: 211.63, fuel_card_number: FC671264
fuel_purchase_id: FUEL00001383, trip_id: TRIP00015409, truck_id: TRK00031, driver_id: DRV00144, purchase_date: 2022-07-18 00:00:00, location_city: Columbus, location_state: OH, gallons: 144.9, price_per_gallon: 3.716, total_cost: 538.45, fuel_card_number: FC640252
fuel_purchase_id: FUEL00001384, trip_id: TRIP00036667, truck_id: TRK00004, driver_id: DRV00085, purchase_date: 2023-04-14 13:00:00, location_city: Miami, location_state: MN, gallons: 153.4, price_per_gallon: 3.664, total_cost: 562.06, fuel_card_number: FC455863
fuel_purchase_id: FUEL00001385, trip_id: TRIP00070224, truck_id: TRK00029, driver_id: DRV00118, purchase_date: 2024-06-20 15:00:00, location_city: Atlanta, location_state: UT, gallons: 57.7, price_per_gallon: 3.889, total_cost: 224.4, fuel_card_number: FC786202
fuel_purchase_id: FUEL00001386, trip_id: TRIP00073069, truck_id: nan, driver_id: DRV00058, purchase_date: 2024-07-27 21:00:00, location_city: Dallas, location_state: NV, gallons: 154.5, price_per_gallon: 3.472, total_cost: 536.42, fuel_card_number: FC133159
fuel_purchase_id: FUEL00001387, trip_id: TRIP00010646, truck_id: TRK00120, driver_id: DRV00126, purchase_date: 2022-05-18 11:00:00, location_city: Portland, location_state: MO, gallons: 64.0, price_per_gallon: 3.527, total_cost: 225.73, fuel_card_number: FC391470
fuel_purchase_id: FUEL00001388, trip_id: TRIP00029887, truck_id: TRK00107, driver_id: DRV00097, purchase_date: 2023-01-19 18:00:00, location_city: Portland, location_state: WI, gallons: 89.4, price_per_gallon: 3.453, total_cost: 308.7, fuel_card_number: FC371281
fuel_purchase_id: FUEL00001389, trip_id: TRIP00038084, truck_id: TRK00062, driver_id: DRV00121, purchase_date: 2023-05-04 03:00:00, location_city: Kansas City, location_state: OR, gallons: 172.4, price_per_gallon: 3.331, total_cost: 574.26, fuel_card_number: FC716472
fuel_purchase_id: FUEL00001390, trip_id: TRIP00007246, truck_id: TRK00031, driver_id: DRV00125, purchase_date: 2022-04-05 11:00:00, location_city: Indianapolis, location_state: FL, gallons: 178.8, price_per_gallon: 3.835, total_cost: 685.7, fuel_card_number: FC273880
fuel_purchase_id: FUEL00001391, trip_id: TRIP00023516, truck_id: TRK00010, driver_id: DRV00132, purchase_date: 2022-10-29 09:00:00, location_city: Indianapolis, location_state: NV, gallons: 103.1, price_per_gallon: 4.993, total_cost: 514.78, fuel_card_number: FC305752
fuel_purchase_id: FUEL00001392, trip_id: TRIP00003595, truck_id: TRK00024, driver_id: DRV00105, purchase_date: 2022-02-17 23:00:00, location_city: Salt Lake City, location_state: MN, gallons: 98.6, price_per_gallon: 4.062, total_cost: 400.51, fuel_card_number: FC816178
fuel_purchase_id: FUEL00001393, trip_id: TRIP00051507, truck_id: TRK00068, driver_id: DRV00130, purchase_date: 2023-10-26 23:00:00, location_city: Phoenix, location_state: MI, gallons: 141.2, price_per_gallon: 4.287, total_cost: 605.32, fuel_card_number: FC859211
fuel_purchase_id: FUEL00001394, trip_id: TRIP00037138, truck_id: TRK00097, driver_id: DRV00112, purchase_date: 2023-04-23 04:00:00, location_city: Minneapolis, location_state: CO, gallons: 193.4, price_per_gallon: 3.599, total_cost: 696.05, fuel_card_number: FC758110
fuel_purchase_id: FUEL00001395, trip_id: TRIP00016464, truck_id: TRK00093, driver_id: DRV00016, purchase_date: 2022-07-31 00:00:00, location_city: Los Angeles, location_state: TX, gallons: 161.7, price_per_gallon: 4.064, total_cost: 657.15, fuel_card_number: FC378875
fuel_purchase_id: FUEL00001396, trip_id: TRIP00031762, truck_id: TRK00068, driver_id: DRV00123, purchase_date: 2023-02-10 16:00:00, location_city: Kansas City, location_state: WI, gallons: 162.2, price_per_gallon: 3.608, total_cost: 585.22, fuel_card_number: FC414352
fuel_purchase_id: FUEL00001397, trip_id: TRIP00057456, truck_id: TRK00057, driver_id: DRV00117, purchase_date: 2024-01-10 15:00:00, location_city: Milwaukee, location_state: NY, gallons: 116.1, price_per_gallon: 3.298, total_cost: 382.9, fuel_card_number: FC491981
fuel_purchase_id: FUEL00001398, trip_id: TRIP00003613, truck_id: TRK00098, driver_id: DRV00128, purchase_date: 2022-02-15 16:00:00, location_city: Las Vegas, location_state: IN, gallons: 95.2, price_per_gallon: 4.349, total_cost: 414.02, fuel_card_number: FC901935
fuel_purchase_id: FUEL00001399, trip_id: TRIP00007176, truck_id: TRK00114, driver_id: DRV00079, purchase_date: 2022-04-05 19:00:00, location_city: Portland, location_state: IN, gallons: 55.8, price_per_gallon: 3.925, total_cost: 219.01, fuel_card_number: FC414643
fuel_purchase_id: FUEL00001400, trip_id: TRIP00039576, truck_id: TRK00084, driver_id: DRV00133, purchase_date: 2023-05-25 21:00:00, location_city: Minneapolis, location_state: UT, gallons: 170.6, price_per_gallon: 3.326, total_cost: 567.42, fuel_card_number: FC851932
fuel_purchase_id: FUEL00001401, trip_id: TRIP00034726, truck_id: TRK00012, driver_id: DRV00121, purchase_date: 2023-03-22 00:00:00, location_city: Minneapolis, location_state: AZ, gallons: 179.4, price_per_gallon: 3.851, total_cost: 690.87, fuel_card_number: FC778892
fuel_purchase_id: FUEL00001402, trip_id: TRIP00008808, truck_id: TRK00095, driver_id: DRV00143, purchase_date: 2022-04-25 18:00:00, location_city: Dallas, location_state: OK, gallons: 187.9, price_per_gallon: 4.781, total_cost: 898.35, fuel_card_number: FC124533
fuel_purchase_id: FUEL00001403, trip_id: TRIP00081890, truck_id: TRK00080, driver_id: DRV00130, purchase_date: 2024-11-16 23:00:00, location_city: Houston, location_state: TN, gallons: 137.6, price_per_gallon: 3.826, total_cost: 526.46, fuel_card_number: FC484619
fuel_purchase_id: FUEL00001404, trip_id: TRIP00066909, truck_id: TRK00090, driver_id: DRV00039, purchase_date: 2024-05-09 12:00:00, location_city: Milwaukee, location_state: NE, gallons: 152.3, price_per_gallon: 3.871, total_cost: 589.55, fuel_card_number: FC915196
fuel_purchase_id: FUEL00001405, trip_id: TRIP00046781, truck_id: TRK00093, driver_id: DRV00009, purchase_date: 2023-08-24 03:00:00, location_city: Miami, location_state: OK, gallons: 77.7, price_per_gallon: 3.374, total_cost: 262.16, fuel_card_number: FC237211
fuel_purchase_id: FUEL00001406, trip_id: TRIP00063982, truck_id: TRK00019, driver_id: DRV00038, purchase_date: 2024-04-03 20:00:00, location_city: Columbus, location_state: TN, gallons: 137.0, price_per_gallon: 3.54, total_cost: 484.98, fuel_card_number: FC785223
fuel_purchase_id: FUEL00001407, trip_id: TRIP00072401, truck_id: TRK00004, driver_id: DRV00018, purchase_date: 2024-07-19 21:00:00, location_city: Houston, location_state: FL, gallons: 164.7, price_per_gallon: 3.45, total_cost: 568.22, fuel_card_number: FC300363
fuel_purchase_id: FUEL00001408, trip_id: TRIP00022341, truck_id: TRK00082, driver_id: DRV00098, purchase_date: 2022-10-14 08:00:00, location_city: Oklahoma City, location_state: NE, gallons: 97.7, price_per_gallon: 4.63, total_cost: 452.35, fuel_card_number: FC196147
fuel_purchase_id: FUEL00001409, trip_id: TRIP00066653, truck_id: TRK00024, driver_id: DRV00124, purchase_date: 2024-05-08 01:00:00, location_city: Minneapolis, location_state: MI, gallons: 95.8, price_per_gallon: 4.133, total_cost: 395.94, fuel_card_number: FC310616
fuel_purchase_id: FUEL00001410, trip_id: TRIP00074661, truck_id: TRK00060, driver_id: DRV00029, purchase_date: 2024-08-16 10:00:00, location_city: Kansas City, location_state: AZ, gallons: 159.3, price_per_gallon: 3.604, total_cost: 574.12, fuel_card_number: FC935344
fuel_purchase_id: FUEL00001411, trip_id: TRIP00000710, truck_id: TRK00092, driver_id: DRV00139, purchase_date: 2022-01-11 04:00:00, location_city: Seattle, location_state: NC, gallons: 100.3, price_per_gallon: 3.451, total_cost: 346.14, fuel_card_number: FC136156
fuel_purchase_id: FUEL00001412, trip_id: TRIP00005734, truck_id: TRK00007, driver_id: nan, purchase_date: 2022-03-16 16:00:00, location_city: Indianapolis, location_state: MN, gallons: 85.5, price_per_gallon: 4.212, total_cost: 360.13, fuel_card_number: FC190074
fuel_purchase_id: FUEL00001413, trip_id: TRIP00054772, truck_id: TRK00025, driver_id: DRV00028, purchase_date: 2023-12-05 17:00:00, location_city: Miami, location_state: UT, gallons: 85.2, price_per_gallon: 4.122, total_cost: 351.19, fuel_card_number: FC935717
fuel_purchase_id: FUEL00001414, trip_id: TRIP00037879, truck_id: TRK00110, driver_id: DRV00097, purchase_date: 2023-05-02 17:00:00, location_city: Indianapolis, location_state: NY, gallons: 91.5, price_per_gallon: 4.061, total_cost: 371.58, fuel_card_number: FC800328
fuel_purchase_id: FUEL00001415, trip_id: TRIP00068416, truck_id: TRK00071, driver_id: nan, purchase_date: 2024-05-29 11:00:00, location_city: Columbus, location_state: NV, gallons: 64.1, price_per_gallon: 3.879, total_cost: 248.64, fuel_card_number: FC142625
fuel_purchase_id: FUEL00001416, trip_id: TRIP00049208, truck_id: TRK00095, driver_id: DRV00025, purchase_date: 2023-09-25 00:00:00, location_city: Portland, location_state: MI, gallons: 162.1, price_per_gallon: 4.151, total_cost: 672.88, fuel_card_number: FC754680
fuel_purchase_id: FUEL00001417, trip_id: TRIP00028044, truck_id: TRK00060, driver_id: DRV00080, purchase_date: 2022-12-25 22:00:00, location_city: Oklahoma City, location_state: TN, gallons: 199.8, price_per_gallon: 4.736, total_cost: 946.25, fuel_card_number: FC697987
fuel_purchase_id: FUEL00001418, trip_id: TRIP00017480, truck_id: TRK00108, driver_id: DRV00107, purchase_date: 2022-08-12 08:00:00, location_city: Memphis, location_state: PA, gallons: 124.6, price_per_gallon: 4.776, total_cost: 595.09, fuel_card_number: FC362886
fuel_purchase_id: FUEL00001419, trip_id: TRIP00059501, truck_id: TRK00040, driver_id: DRV00050, purchase_date: 2024-02-07 15:00:00, location_city: Los Angeles, location_state: NE, gallons: 140.6, price_per_gallon: 3.859, total_cost: 542.58, fuel_card_number: FC104946
fuel_purchase_id: FUEL00001420, trip_id: TRIP00054886, truck_id: TRK00008, driver_id: DRV00057, purchase_date: 2023-12-09 10:00:00, location_city: Kansas City, location_state: OH, gallons: 116.2, price_per_gallon: 4.245, total_cost: 493.27, fuel_card_number: FC451490
fuel_purchase_id: FUEL00001421, trip_id: TRIP00030386, truck_id: TRK00007, driver_id: DRV00145, purchase_date: 2023-01-23 01:00:00, location_city: New York, location_state: OR, gallons: 197.7, price_per_gallon: 3.379, total_cost: 668.03, fuel_card_number: FC696022
fuel_purchase_id: FUEL00001422, trip_id: TRIP00014896, truck_id: TRK00019, driver_id: DRV00090, purchase_date: 2022-07-11 09:00:00, location_city: Charlotte, location_state: OR, gallons: 109.4, price_per_gallon: 4.242, total_cost: 464.07, fuel_card_number: FC353258
fuel_purchase_id: FUEL00001423, trip_id: TRIP00084302, truck_id: TRK00095, driver_id: DRV00102, purchase_date: 2024-12-18 10:00:00, location_city: Columbus, location_state: AZ, gallons: 129.8, price_per_gallon: 3.364, total_cost: 436.65, fuel_card_number: FC495881
fuel_purchase_id: FUEL00001424, trip_id: TRIP00076615, truck_id: TRK00063, driver_id: DRV00030, purchase_date: 2024-09-10 09:00:00, location_city: Los Angeles, location_state: CO, gallons: 86.9, price_per_gallon: 3.42, total_cost: 297.2, fuel_card_number: FC187470
fuel_purchase_id: FUEL00001425, trip_id: TRIP00077406, truck_id: TRK00095, driver_id: DRV00098, purchase_date: 2024-09-21 00:00:00, location_city: Miami, location_state: TN, gallons: 75.0, price_per_gallon: 4.015, total_cost: 301.12, fuel_card_number: FC745598
fuel_purchase_id: FUEL00001426, trip_id: TRIP00051148, truck_id: TRK00013, driver_id: DRV00038, purchase_date: 2023-10-20 15:00:00, location_city: Charlotte, location_state: TN, gallons: 184.0, price_per_gallon: 3.952, total_cost: 727.17, fuel_card_number: FC928529
fuel_purchase_id: FUEL00001427, trip_id: TRIP00016039, truck_id: TRK00086, driver_id: DRV00024, purchase_date: 2022-07-26 08:00:00, location_city: Memphis, location_state: OR, gallons: 63.7, price_per_gallon: 4.298, total_cost: 273.78, fuel_card_number: FC731031
fuel_purchase_id: FUEL00001428, trip_id: TRIP00011904, truck_id: nan, driver_id: DRV00016, purchase_date: 2022-06-03 19:00:00, location_city: Miami, location_state: TX, gallons: 101.8, price_per_gallon: 4.89, total_cost: 497.8, fuel_card_number: FC143740
fuel_purchase_id: FUEL00001429, trip_id: TRIP00015131, truck_id: TRK00030, driver_id: DRV00080, purchase_date: 2022-07-13 06:00:00, location_city: Las Vegas, location_state: WA, gallons: 97.9, price_per_gallon: 4.914, total_cost: 481.08, fuel_card_number: FC698642
fuel_purchase_id: FUEL00001430, trip_id: TRIP00068529, truck_id: TRK00051, driver_id: DRV00036, purchase_date: 2024-05-30 22:00:00, location_city: Portland, location_state: TN, gallons: 84.9, price_per_gallon: 4.03, total_cost: 342.15, fuel_card_number: FC830709
fuel_purchase_id: FUEL00001431, trip_id: TRIP00082234, truck_id: nan, driver_id: DRV00055, purchase_date: 2024-11-20 04:00:00, location_city: Phoenix, location_state: TX, gallons: 190.1, price_per_gallon: 4.018, total_cost: 763.82, fuel_card_number: FC515975
fuel_purchase_id: FUEL00001432, trip_id: TRIP00049962, truck_id: TRK00074, driver_id: DRV00012, purchase_date: 2023-10-05 18:00:00, location_city: Salt Lake City, location_state: MN, gallons: 65.2, price_per_gallon: 3.356, total_cost: 218.81, fuel_card_number: FC572428
fuel_purchase_id: FUEL00001433, trip_id: TRIP00004361, truck_id: TRK00007, driver_id: DRV00005, purchase_date: 2022-02-26 08:00:00, location_city: Detroit, location_state: MI, gallons: 56.8, price_per_gallon: 3.423, total_cost: 194.43, fuel_card_number: FC331813
fuel_purchase_id: FUEL00001434, trip_id: TRIP00027341, truck_id: TRK00067, driver_id: DRV00003, purchase_date: 2022-12-15 04:00:00, location_city: Oklahoma City, location_state: NV, gallons: 102.4, price_per_gallon: 4.06, total_cost: 415.74, fuel_card_number: FC397420
fuel_purchase_id: FUEL00001435, trip_id: TRIP00046787, truck_id: TRK00007, driver_id: DRV00016, purchase_date: 2023-08-26 08:00:00, location_city: Detroit, location_state: IN, gallons: 63.8, price_per_gallon: 4.012, total_cost: 255.97, fuel_card_number: FC889582
fuel_purchase_id: FUEL00001436, trip_id: TRIP00059030, truck_id: TRK00050, driver_id: DRV00080, purchase_date: 2024-02-01 19:00:00, location_city: Atlanta, location_state: AZ, gallons: 199.2, price_per_gallon: 3.516, total_cost: 700.39, fuel_card_number: FC972489
fuel_purchase_id: FUEL00001437, trip_id: TRIP00043203, truck_id: TRK00096, driver_id: DRV00104, purchase_date: 2023-07-08 07:00:00, location_city: Columbus, location_state: WI, gallons: 138.3, price_per_gallon: 4.25, total_cost: 587.78, fuel_card_number: FC907844
fuel_purchase_id: FUEL00001438, trip_id: TRIP00051385, truck_id: TRK00033, driver_id: nan, purchase_date: 2023-10-23 20:00:00, location_city: Atlanta, location_state: NC, gallons: 103.2, price_per_gallon: 4.035, total_cost: 416.41, fuel_card_number: FC486526
fuel_purchase_id: FUEL00001439, trip_id: TRIP00076175, truck_id: TRK00050, driver_id: DRV00142, purchase_date: 2024-09-04 13:00:00, location_city: Atlanta, location_state: NC, gallons: 77.6, price_per_gallon: 3.542, total_cost: 274.86, fuel_card_number: FC837508
fuel_purchase_id: FUEL00001440, trip_id: TRIP00018294, truck_id: nan, driver_id: DRV00061, purchase_date: 2022-08-21 07:00:00, location_city: Milwaukee, location_state: PA, gallons: 97.8, price_per_gallon: 4.297, total_cost: 420.25, fuel_card_number: FC157404
fuel_purchase_id: FUEL00001441, trip_id: TRIP00033934, truck_id: TRK00063, driver_id: DRV00018, purchase_date: 2023-03-12 04:00:00, location_city: Atlanta, location_state: OK, gallons: 85.4, price_per_gallon: 3.294, total_cost: 281.31, fuel_card_number: FC590733
fuel_purchase_id: FUEL00001442, trip_id: TRIP00021483, truck_id: TRK00016, driver_id: DRV00123, purchase_date: 2022-10-03 16:00:00, location_city: Phoenix, location_state: WA, gallons: 193.8, price_per_gallon: 3.533, total_cost: 684.7, fuel_card_number: FC583819
fuel_purchase_id: FUEL00001443, trip_id: TRIP00062543, truck_id: TRK00014, driver_id: DRV00124, purchase_date: 2024-03-14 04:00:00, location_city: Chicago, location_state: TX, gallons: 189.7, price_per_gallon: 3.616, total_cost: 685.96, fuel_card_number: FC871291
fuel_purchase_id: FUEL00001444, trip_id: TRIP00077850, truck_id: TRK00031, driver_id: DRV00114, purchase_date: 2024-09-26 13:00:00, location_city: Philadelphia, location_state: NY, gallons: 128.8, price_per_gallon: 3.907, total_cost: 503.22, fuel_card_number: FC798444
fuel_purchase_id: FUEL00001445, trip_id: TRIP00059664, truck_id: TRK00004, driver_id: DRV00084, purchase_date: 2024-02-08 11:00:00, location_city: Memphis, location_state: NC, gallons: 52.3, price_per_gallon: 3.677, total_cost: 192.31, fuel_card_number: FC780073
fuel_purchase_id: FUEL00001446, trip_id: TRIP00008705, truck_id: TRK00059, driver_id: DRV00066, purchase_date: 2022-04-22 21:00:00, location_city: Miami, location_state: CO, gallons: 178.6, price_per_gallon: 4.965, total_cost: 886.75, fuel_card_number: FC317719
fuel_purchase_id: FUEL00001447, trip_id: TRIP00019723, truck_id: TRK00029, driver_id: DRV00050, purchase_date: 2022-09-09 06:00:00, location_city: Omaha, location_state: OH, gallons: 116.5, price_per_gallon: 3.719, total_cost: 433.26, fuel_card_number: FC898840
fuel_purchase_id: FUEL00001448, trip_id: TRIP00021486, truck_id: TRK00045, driver_id: DRV00107, purchase_date: 2022-10-02 03:00:00, location_city: Phoenix, location_state: AZ, gallons: 188.8, price_per_gallon: 4.673, total_cost: 882.26, fuel_card_number: FC652649
fuel_purchase_id: FUEL00001449, trip_id: TRIP00041104, truck_id: TRK00085, driver_id: DRV00133, purchase_date: 2023-06-13 12:00:00, location_city: Los Angeles, location_state: NE, gallons: 146.5, price_per_gallon: 3.617, total_cost: 529.89, fuel_card_number: FC755949
fuel_purchase_id: FUEL00001450, trip_id: TRIP00065071, truck_id: TRK00044, driver_id: DRV00011, purchase_date: 2024-04-16 06:00:00, location_city: Minneapolis, location_state: TN, gallons: 122.1, price_per_gallon: 3.793, total_cost: 463.13, fuel_card_number: FC853933
fuel_purchase_id: FUEL00001451, trip_id: TRIP00074553, truck_id: TRK00071, driver_id: DRV00059, purchase_date: 2024-08-16 21:00:00, location_city: Portland, location_state: TN, gallons: 86.9, price_per_gallon: 4.135, total_cost: 359.33, fuel_card_number: FC141191
