trip_id: TRIP00000001, load_id: LOAD00000001, driver_id: DRV00117, truck_id: TRK00035, trailer_id: TRL00167, dispatch_date: 2022-01-01, actual_distance_miles: 1314, actual_duration_hours: 26.2, fuel_gallons_used: 183.8, average_mpg: 7.15, idle_time_hours: 3.5, trip_status: Completed
trip_id: TRIP00001754, load_id: LOAD00001754, driver_id: DRV00084, truck_id: TRK00114, trailer_id: TRL00174, dispatch_date: 2022-01-22, actual_distance_miles: 2305, actual_duration_hours: 36.5, fuel_gallons_used: 325.1, average_mpg: 7.09, idle_time_hours: 11.5, trip_status: Completed
trip_id: TRIP00001755, load_id: LOAD00001755, driver_id: DRV00113, truck_id: TRK00008, trailer_id: TRL00059, dispatch_date: 2022-01-22, actual_distance_miles: 1609, actual_duration_hours: 25.6, fuel_gallons_used: 229.5, average_mpg: 7.01, idle_time_hours: 9.8, trip_status: Completed
trip_id: TRIP00001756, load_id: LOAD00001756, driver_id: DRV00141, truck_id: TRK00098, trailer_id: TRL00080, dispatch_date: 2022-01-22, actual_distance_miles: 2403, actual_duration_hours: 38.8, fuel_gallons_used: 373.7, average_mpg: 6.43, idle_time_hours: 8.9, trip_status: Completed
trip_id: TRIP00001757, load_id: LOAD00001757, driver_id: DRV00104, truck_id: TRK00114, trailer_id: TRL00132, dispatch_date: 2022-01-22, actual_distance_miles: 1537, actual_duration_hours: 30.1, fuel_gallons_used: 216.2, average_mpg: 7.11, idle_time_hours: 11.5, trip_status: Completed
trip_id: TRIP00001758, load_id: LOAD00001758, driver_id: DRV00024, truck_id: TRK00015, trailer_id: TRL00072, dispatch_date: 2022-01-22, actual_distance_miles: 760, actual_duration_hours: 14.1, fuel_gallons_used: 124.8, average_mpg: 6.09, idle_time_hours: 5.6, trip_status: Completed
trip_id: TRIP00001759, load_id: LOAD00001759, driver_id: DRV00090, truck_id: TRK00048, trailer_id: TRL00099, dispatch_date: 2022-01-23, actual_distance_miles: 1035, actual_duration_hours: 19.8, fuel_gallons_used: 170.5, average_mpg: 6.07, idle_time_hours: 3.0, trip_status: Completed
trip_id: TRIP00001760, load_id: LOAD00001760, driver_id: DRV00094, truck_id: TRK00065, trailer_id: TRL00146, dispatch_date: 2022-01-23, actual_distance_miles: 2208, actual_duration_hours: 40.8, fuel_gallons_used: 302.1, average_mpg: 7.31, idle_time_hours: 9.5, trip_status: Completed
trip_id: TRIP00001761, load_id: LOAD00001761, driver_id: nan, truck_id: TRK00070, trailer_id: TRL00074, dispatch_date: 2022-01-23, actual_distance_miles: 1657, actual_duration_hours: 31.9, fuel_gallons_used: 244.4, average_mpg: 6.78, idle_time_hours: 4.8, trip_status: Completed
trip_id: TRIP00001762, load_id: LOAD00001762, driver_id: DRV00077, truck_id: TRK00083, trailer_id: TRL00068, dispatch_date: 2022-01-23, actual_distance_miles: 1564, actual_duration_hours: 25.6, fuel_gallons_used: 218.7, average_mpg: 7.15, idle_time_hours: 5.6, trip_status: Completed
trip_id: TRIP00001763, load_id: LOAD00001763, driver_id: DRV00035, truck_id: TRK00111, trailer_id: TRL00152, dispatch_date: 2022-01-23, actual_distance_miles: 1885, actual_duration_hours: 31.2, fuel_gallons_used: 341.5, average_mpg: 5.52, idle_time_hours: 10.8, trip_status: Completed
trip_id: TRIP00001764, load_id: LOAD00001764, driver_id: DRV00003, truck_id: TRK00114, trailer_id: TRL00049, dispatch_date: 2022-01-23, actual_distance_miles: 2620, actual_duration_hours: 41.2, fuel_gallons_used: 467.9, average_mpg: 5.6, idle_time_hours: 2.4, trip_status: Completed
trip_id: TRIP00001765, load_id: LOAD00001765, driver_id: DRV00050, truck_id: TRK00052, trailer_id: TRL00023, dispatch_date: 2022-01-23, actual_distance_miles: 1410, actual_duration_hours: 27.3, fuel_gallons_used: 213.0, average_mpg: 6.62, idle_time_hours: 8.7, trip_status: Completed
trip_id: TRIP00001766, load_id: LOAD00001766, driver_id: DRV00126, truck_id: TRK00072, trailer_id: TRL00087, dispatch_date: 2022-01-23, actual_distance_miles: 97, actual_duration_hours: 1.8, fuel_gallons_used: 15.0, average_mpg: 6.46, idle_time_hours: 8.6, trip_status: Completed
trip_id: TRIP00001767, load_id: LOAD00001767, driver_id: DRV00142, truck_id: TRK00008, trailer_id: TRL00146, dispatch_date: 2022-01-23, actual_distance_miles: 2078, actual_duration_hours: 39.4, fuel_gallons_used: 317.3, average_mpg: 6.55, idle_time_hours: 4.0, trip_status: Completed
trip_id: TRIP00001768, load_id: LOAD00001768, driver_id: DRV00082, truck_id: TRK00080, trailer_id: TRL00055, dispatch_date: 2022-01-23, actual_distance_miles: 683, actual_duration_hours: 12.7, fuel_gallons_used: 91.7, average_mpg: 7.45, idle_time_hours: 7.4, trip_status: Completed
trip_id: TRIP00001769, load_id: LOAD00001769, driver_id: DRV00002, truck_id: TRK00090, trailer_id: TRL00105, dispatch_date: 2022-01-23, actual_distance_miles: 2629, actual_duration_hours: 41.1, fuel_gallons_used: 463.7, average_mpg: 5.67, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00001770, load_id: LOAD00001770, driver_id: DRV00125, truck_id: TRK00045, trailer_id: TRL00176, dispatch_date: 2022-01-23, actual_distance_miles: 1999, actual_duration_hours: 40.0, fuel_gallons_used: 321.9, average_mpg: 6.21, idle_time_hours: 7.3, trip_status: Completed
trip_id: TRIP00001771, load_id: LOAD00001771, driver_id: DRV00054, truck_id: TRK00115, trailer_id: TRL00053, dispatch_date: 2022-01-23, actual_distance_miles: 2311, actual_duration_hours: 38.0, fuel_gallons_used: 348.6, average_mpg: 6.63, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00001772, load_id: LOAD00001772, driver_id: DRV00032, truck_id: TRK00030, trailer_id: TRL00102, dispatch_date: 2022-01-23, actual_distance_miles: 2483, actual_duration_hours: 41.0, fuel_gallons_used: 379.1, average_mpg: 6.55, idle_time_hours: 2.4, trip_status: Completed
trip_id: TRIP00001773, load_id: LOAD00001773, driver_id: DRV00036, truck_id: TRK00054, trailer_id: TRL00104, dispatch_date: 2022-01-23, actual_distance_miles: 2241, actual_duration_hours: 37.7, fuel_gallons_used: 309.1, average_mpg: 7.25, idle_time_hours: 3.1, trip_status: Completed
trip_id: TRIP00001774, load_id: LOAD00001774, driver_id: DRV00051, truck_id: TRK00039, trailer_id: TRL00072, dispatch_date: 2022-01-23, actual_distance_miles: 2592, actual_duration_hours: 47.7, fuel_gallons_used: 374.6, average_mpg: 6.92, idle_time_hours: 8.7, trip_status: Completed
trip_id: TRIP00001775, load_id: LOAD00001775, driver_id: DRV00147, truck_id: TRK00031, trailer_id: TRL00154, dispatch_date: 2022-01-23, actual_distance_miles: 2485, actual_duration_hours: 43.5, fuel_gallons_used: 398.2, average_mpg: 6.24, idle_time_hours: 9.3, trip_status: Completed
trip_id: TRIP00001776, load_id: LOAD00001776, driver_id: DRV00091, truck_id: TRK00111, trailer_id: TRL00054, dispatch_date: 2022-01-23, actual_distance_miles: 701, actual_duration_hours: 13.1, fuel_gallons_used: 107.7, average_mpg: 6.51, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00001777, load_id: LOAD00001777, driver_id: DRV00122, truck_id: TRK00097, trailer_id: TRL00018, dispatch_date: 2022-01-23, actual_distance_miles: 780, actual_duration_hours: 12.7, fuel_gallons_used: 115.2, average_mpg: 6.77, idle_time_hours: 11.0, trip_status: Completed
trip_id: TRIP00001778, load_id: LOAD00001778, driver_id: DRV00057, truck_id: TRK00025, trailer_id: TRL00158, dispatch_date: 2022-01-23, actual_distance_miles: 1352, actual_duration_hours: 20.9, fuel_gallons_used: 208.3, average_mpg: 6.49, idle_time_hours: 9.1, trip_status: Completed
trip_id: TRIP00001779, load_id: LOAD00001779, driver_id: DRV00103, truck_id: TRK00030, trailer_id: TRL00002, dispatch_date: 2022-01-23, actual_distance_miles: 1166, actual_duration_hours: 19.3, fuel_gallons_used: 174.6, average_mpg: 6.68, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00001780, load_id: LOAD00001780, driver_id: DRV00142, truck_id: TRK00099, trailer_id: TRL00119, dispatch_date: 2022-01-23, actual_distance_miles: 529, actual_duration_hours: 10.5, fuel_gallons_used: 94.1, average_mpg: 5.62, idle_time_hours: 5.5, trip_status: Completed
trip_id: TRIP00001781, load_id: LOAD00001781, driver_id: DRV00035, truck_id: TRK00076, trailer_id: TRL00024, dispatch_date: 2022-01-23, actual_distance_miles: 1558, actual_duration_hours: 25.0, fuel_gallons_used: 211.7, average_mpg: 7.36, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00001782, load_id: LOAD00001782, driver_id: DRV00015, truck_id: TRK00054, trailer_id: TRL00104, dispatch_date: 2022-01-23, actual_distance_miles: 1228, actual_duration_hours: 21.6, fuel_gallons_used: 184.4, average_mpg: 6.66, idle_time_hours: 10.0, trip_status: Completed
trip_id: TRIP00001783, load_id: LOAD00001783, driver_id: DRV00112, truck_id: TRK00040, trailer_id: TRL00011, dispatch_date: 2022-01-23, actual_distance_miles: 1039, actual_duration_hours: 19.2, fuel_gallons_used: 149.7, average_mpg: 6.94, idle_time_hours: 7.8, trip_status: Completed
trip_id: TRIP00001784, load_id: LOAD00001784, driver_id: DRV00051, truck_id: TRK00051, trailer_id: TRL00135, dispatch_date: 2022-01-23, actual_distance_miles: 1839, actual_duration_hours: 29.2, fuel_gallons_used: 254.7, average_mpg: 7.22, idle_time_hours: 4.0, trip_status: Completed
trip_id: TRIP00001785, load_id: LOAD00001785, driver_id: DRV00141, truck_id: TRK00050, trailer_id: TRL00169, dispatch_date: 2022-01-23, actual_distance_miles: 2392, actual_duration_hours: 42.2, fuel_gallons_used: 378.5, average_mpg: 6.32, idle_time_hours: 8.5, trip_status: Completed
trip_id: TRIP00001786, load_id: LOAD00001786, driver_id: DRV00110, truck_id: TRK00078, trailer_id: TRL00015, dispatch_date: 2022-01-23, actual_distance_miles: 2022, actual_duration_hours: 31.1, fuel_gallons_used: 354.1, average_mpg: 5.71, idle_time_hours: 3.1, trip_status: Completed
trip_id: TRIP00001787, load_id: LOAD00001787, driver_id: DRV00104, truck_id: TRK00114, trailer_id: TRL00149, dispatch_date: 2022-01-23, actual_distance_miles: 1358, actual_duration_hours: 21.0, fuel_gallons_used: 183.5, average_mpg: 7.4, idle_time_hours: 11.8, trip_status: Completed
trip_id: TRIP00001788, load_id: LOAD00001788, driver_id: DRV00082, truck_id: TRK00013, trailer_id: TRL00086, dispatch_date: 2022-01-23, actual_distance_miles: 665, actual_duration_hours: 11.9, fuel_gallons_used: 90.2, average_mpg: 7.37, idle_time_hours: 5.7, trip_status: Completed
trip_id: TRIP00001789, load_id: LOAD00001789, driver_id: DRV00025, truck_id: TRK00073, trailer_id: TRL00170, dispatch_date: 2022-01-23, actual_distance_miles: 2217, actual_duration_hours: 42.1, fuel_gallons_used: 315.8, average_mpg: 7.02, idle_time_hours: 9.3, trip_status: Completed
trip_id: TRIP00001790, load_id: LOAD00001790, driver_id: DRV00064, truck_id: TRK00101, trailer_id: TRL00167, dispatch_date: 2022-01-23, actual_distance_miles: 571, actual_duration_hours: 9.6, fuel_gallons_used: 90.5, average_mpg: 6.31, idle_time_hours: 2.6, trip_status: Completed
trip_id: TRIP00001791, load_id: LOAD00001791, driver_id: DRV00080, truck_id: TRK00008, trailer_id: TRL00023, dispatch_date: 2022-01-23, actual_distance_miles: 517, actual_duration_hours: 8.7, fuel_gallons_used: 74.5, average_mpg: 6.94, idle_time_hours: 3.5, trip_status: Completed
trip_id: TRIP00001792, load_id: LOAD00001792, driver_id: DRV00141, truck_id: TRK00060, trailer_id: TRL00091, dispatch_date: 2022-01-23, actual_distance_miles: 1432, actual_duration_hours: 25.9, fuel_gallons_used: 205.5, average_mpg: 6.97, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00001793, load_id: LOAD00001793, driver_id: DRV00064, truck_id: TRK00113, trailer_id: TRL00099, dispatch_date: 2022-01-23, actual_distance_miles: 480, actual_duration_hours: 8.2, fuel_gallons_used: 85.0, average_mpg: 5.65, idle_time_hours: 10.5, trip_status: Completed
trip_id: TRIP00001794, load_id: LOAD00001794, driver_id: DRV00026, truck_id: TRK00085, trailer_id: TRL00150, dispatch_date: 2022-01-23, actual_distance_miles: 922, actual_duration_hours: 15.8, fuel_gallons_used: 165.5, average_mpg: 5.57, idle_time_hours: 11.6, trip_status: Completed
trip_id: TRIP00001795, load_id: LOAD00001795, driver_id: DRV00009, truck_id: TRK00115, trailer_id: TRL00180, dispatch_date: 2022-01-23, actual_distance_miles: 3264, actual_duration_hours: 55.9, fuel_gallons_used: 565.7, average_mpg: 5.77, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00001796, load_id: LOAD00001796, driver_id: DRV00104, truck_id: TRK00097, trailer_id: TRL00140, dispatch_date: 2022-01-23, actual_distance_miles: 2221, actual_duration_hours: 43.4, fuel_gallons_used: 387.6, average_mpg: 5.73, idle_time_hours: 6.9, trip_status: Completed
trip_id: TRIP00001797, load_id: LOAD00001797, driver_id: DRV00055, truck_id: TRK00043, trailer_id: TRL00160, dispatch_date: 2022-01-23, actual_distance_miles: 2060, actual_duration_hours: 34.3, fuel_gallons_used: 352.7, average_mpg: 5.84, idle_time_hours: 6.5, trip_status: Completed
trip_id: TRIP00001798, load_id: LOAD00001798, driver_id: DRV00125, truck_id: TRK00105, trailer_id: TRL00038, dispatch_date: 2022-01-23, actual_distance_miles: 2100, actual_duration_hours: 39.9, fuel_gallons_used: 343.1, average_mpg: 6.12, idle_time_hours: 2.5, trip_status: Completed
trip_id: TRIP00001799, load_id: LOAD00001799, driver_id: DRV00017, truck_id: TRK00013, trailer_id: TRL00095, dispatch_date: 2022-01-23, actual_distance_miles: 891, actual_duration_hours: 17.7, fuel_gallons_used: 120.2, average_mpg: 7.41, idle_time_hours: 8.8, trip_status: Completed
trip_id: TRIP00001800, load_id: LOAD00001800, driver_id: DRV00055, truck_id: TRK00050, trailer_id: TRL00180, dispatch_date: 2022-01-23, actual_distance_miles: 2670, actual_duration_hours: 49.1, fuel_gallons_used: 463.5, average_mpg: 5.76, idle_time_hours: 2.8, trip_status: Completed
trip_id: TRIP00001801, load_id: LOAD00001801, driver_id: DRV00033, truck_id: TRK00097, trailer_id: TRL00009, dispatch_date: 2022-01-23, actual_distance_miles: 266, actual_duration_hours: 5.0, fuel_gallons_used: 43.2, average_mpg: 6.16, idle_time_hours: 4.0, trip_status: Completed
trip_id: TRIP00001802, load_id: LOAD00001802, driver_id: DRV00061, truck_id: TRK00008, trailer_id: TRL00151, dispatch_date: 2022-01-23, actual_distance_miles: 2667, actual_duration_hours: 45.1, fuel_gallons_used: 422.7, average_mpg: 6.31, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00001803, load_id: LOAD00001803, driver_id: DRV00078, truck_id: TRK00054, trailer_id: TRL00063, dispatch_date: 2022-01-23, actual_distance_miles: 2042, actual_duration_hours: 40.6, fuel_gallons_used: 344.9, average_mpg: 5.92, idle_time_hours: 7.7, trip_status: Completed
trip_id: TRIP00001804, load_id: LOAD00001804, driver_id: DRV00071, truck_id: TRK00060, trailer_id: TRL00139, dispatch_date: 2022-01-23, actual_distance_miles: 2138, actual_duration_hours: 35.6, fuel_gallons_used: 322.5, average_mpg: 6.63, idle_time_hours: 4.4, trip_status: Completed
trip_id: TRIP00001805, load_id: LOAD00001805, driver_id: DRV00026, truck_id: TRK00070, trailer_id: TRL00131, dispatch_date: 2022-01-23, actual_distance_miles: 1829, actual_duration_hours: 35.9, fuel_gallons_used: 307.4, average_mpg: 5.95, idle_time_hours: 7.5, trip_status: Completed
trip_id: TRIP00001806, load_id: LOAD00001806, driver_id: DRV00087, truck_id: TRK00082, trailer_id: TRL00013, dispatch_date: 2022-01-23, actual_distance_miles: 163, actual_duration_hours: 2.6, fuel_gallons_used: 29.6, average_mpg: 5.51, idle_time_hours: 2.6, trip_status: Completed
trip_id: TRIP00001807, load_id: LOAD00001807, driver_id: DRV00095, truck_id: TRK00086, trailer_id: TRL00031, dispatch_date: 2022-01-23, actual_distance_miles: 90, actual_duration_hours: 1.6, fuel_gallons_used: 16.4, average_mpg: 5.5, idle_time_hours: 11.3, trip_status: Completed
trip_id: TRIP00001808, load_id: LOAD00001808, driver_id: DRV00102, truck_id: TRK00012, trailer_id: TRL00168, dispatch_date: 2022-01-23, actual_distance_miles: 1312, actual_duration_hours: 24.8, fuel_gallons_used: 210.9, average_mpg: 6.22, idle_time_hours: 9.1, trip_status: Completed
trip_id: TRIP00001809, load_id: LOAD00001809, driver_id: DRV00017, truck_id: TRK00093, trailer_id: TRL00039, dispatch_date: 2022-01-23, actual_distance_miles: 1257, actual_duration_hours: 21.1, fuel_gallons_used: 187.1, average_mpg: 6.72, idle_time_hours: 10.5, trip_status: Completed
trip_id: TRIP00001810, load_id: LOAD00001810, driver_id: DRV00081, truck_id: TRK00007, trailer_id: TRL00057, dispatch_date: 2022-01-23, actual_distance_miles: 849, actual_duration_hours: 13.7, fuel_gallons_used: 119.4, average_mpg: 7.11, idle_time_hours: 10.1, trip_status: Completed
trip_id: TRIP00001811, load_id: LOAD00001811, driver_id: DRV00082, truck_id: TRK00020, trailer_id: TRL00063, dispatch_date: 2022-01-23, actual_distance_miles: 2273, actual_duration_hours: 41.3, fuel_gallons_used: 375.7, average_mpg: 6.05, idle_time_hours: 12.0, trip_status: Completed
trip_id: TRIP00001812, load_id: LOAD00001812, driver_id: DRV00123, truck_id: TRK00010, trailer_id: TRL00084, dispatch_date: 2022-01-23, actual_distance_miles: 92, actual_duration_hours: 1.5, fuel_gallons_used: 12.7, average_mpg: 7.26, idle_time_hours: 8.2, trip_status: Completed
trip_id: TRIP00001813, load_id: LOAD00001813, driver_id: DRV00102, truck_id: TRK00073, trailer_id: TRL00139, dispatch_date: 2022-01-23, actual_distance_miles: 1993, actual_duration_hours: 34.4, fuel_gallons_used: 309.5, average_mpg: 6.44, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00001814, load_id: LOAD00001814, driver_id: DRV00002, truck_id: TRK00097, trailer_id: TRL00038, dispatch_date: 2022-01-23, actual_distance_miles: 595, actual_duration_hours: 9.9, fuel_gallons_used: 94.3, average_mpg: 6.31, idle_time_hours: 2.9, trip_status: Completed
trip_id: TRIP00001815, load_id: LOAD00001815, driver_id: DRV00133, truck_id: TRK00025, trailer_id: TRL00127, dispatch_date: 2022-01-23, actual_distance_miles: 2608, actual_duration_hours: 50.7, fuel_gallons_used: 396.4, average_mpg: 6.58, idle_time_hours: 4.2, trip_status: Completed
trip_id: TRIP00001816, load_id: LOAD00001816, driver_id: DRV00047, truck_id: TRK00048, trailer_id: TRL00123, dispatch_date: 2022-01-23, actual_distance_miles: 2708, actual_duration_hours: 46.9, fuel_gallons_used: 376.6, average_mpg: 7.19, idle_time_hours: 5.5, trip_status: Completed
trip_id: TRIP00001817, load_id: LOAD00001817, driver_id: DRV00062, truck_id: TRK00112, trailer_id: TRL00081, dispatch_date: 2022-01-23, actual_distance_miles: 1527, actual_duration_hours: 25.8, fuel_gallons_used: 237.1, average_mpg: 6.44, idle_time_hours: 6.0, trip_status: Completed
trip_id: TRIP00001818, load_id: LOAD00001818, driver_id: DRV00036, truck_id: TRK00074, trailer_id: TRL00156, dispatch_date: 2022-01-23, actual_distance_miles: 694, actual_duration_hours: 13.7, fuel_gallons_used: 122.6, average_mpg: 5.66, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00001819, load_id: LOAD00001819, driver_id: DRV00103, truck_id: TRK00002, trailer_id: TRL00147, dispatch_date: 2022-01-23, actual_distance_miles: 2350, actual_duration_hours: 38.7, fuel_gallons_used: 328.2, average_mpg: 7.16, idle_time_hours: 6.4, trip_status: Completed
trip_id: TRIP00001820, load_id: LOAD00001820, driver_id: DRV00098, truck_id: TRK00105, trailer_id: nan, dispatch_date: 2022-01-23, actual_distance_miles: 2249, actual_duration_hours: 41.3, fuel_gallons_used: 389.1, average_mpg: 5.78, idle_time_hours: 4.0, trip_status: Completed
trip_id: TRIP00001821, load_id: LOAD00001821, driver_id: DRV00147, truck_id: TRK00095, trailer_id: TRL00056, dispatch_date: 2022-01-23, actual_distance_miles: 1272, actual_duration_hours: 21.6, fuel_gallons_used: 212.7, average_mpg: 5.98, idle_time_hours: 9.3, trip_status: Completed
trip_id: TRIP00001822, load_id: LOAD00001822, driver_id: DRV00109, truck_id: TRK00008, trailer_id: TRL00024, dispatch_date: 2022-01-23, actual_distance_miles: 712, actual_duration_hours: 14.1, fuel_gallons_used: 100.7, average_mpg: 7.07, idle_time_hours: 2.4, trip_status: Completed
trip_id: TRIP00001823, load_id: LOAD00001823, driver_id: DRV00055, truck_id: TRK00101, trailer_id: TRL00157, dispatch_date: 2022-01-23, actual_distance_miles: 722, actual_duration_hours: 12.2, fuel_gallons_used: 103.1, average_mpg: 7.0, idle_time_hours: 3.8, trip_status: Completed
trip_id: TRIP00001824, load_id: LOAD00001824, driver_id: DRV00015, truck_id: TRK00096, trailer_id: TRL00112, dispatch_date: 2022-01-23, actual_distance_miles: 987, actual_duration_hours: 15.7, fuel_gallons_used: 150.0, average_mpg: 6.58, idle_time_hours: 5.8, trip_status: Completed
trip_id: TRIP00001825, load_id: LOAD00001825, driver_id: DRV00077, truck_id: TRK00026, trailer_id: TRL00022, dispatch_date: 2022-01-23, actual_distance_miles: 2259, actual_duration_hours: 42.1, fuel_gallons_used: 402.0, average_mpg: 5.62, idle_time_hours: 10.6, trip_status: Completed
trip_id: TRIP00001826, load_id: LOAD00001826, driver_id: DRV00125, truck_id: TRK00025, trailer_id: TRL00171, dispatch_date: 2022-01-23, actual_distance_miles: 90, actual_duration_hours: 1.5, fuel_gallons_used: 12.7, average_mpg: 7.11, idle_time_hours: 9.0, trip_status: Completed
trip_id: TRIP00001827, load_id: LOAD00001827, driver_id: DRV00134, truck_id: TRK00085, trailer_id: TRL00085, dispatch_date: 2022-01-23, actual_distance_miles: 2078, actual_duration_hours: 35.8, fuel_gallons_used: 288.6, average_mpg: 7.2, idle_time_hours: 3.2, trip_status: Completed
trip_id: TRIP00001828, load_id: LOAD00001828, driver_id: DRV00075, truck_id: TRK00026, trailer_id: TRL00047, dispatch_date: 2022-01-23, actual_distance_miles: 1193, actual_duration_hours: 19.1, fuel_gallons_used: 165.5, average_mpg: 7.21, idle_time_hours: 4.9, trip_status: Completed
trip_id: TRIP00001829, load_id: LOAD00001829, driver_id: DRV00061, truck_id: TRK00030, trailer_id: TRL00001, dispatch_date: 2022-01-23, actual_distance_miles: 266, actual_duration_hours: 4.3, fuel_gallons_used: 42.1, average_mpg: 6.32, idle_time_hours: 11.3, trip_status: Completed
trip_id: TRIP00001830, load_id: LOAD00001830, driver_id: DRV00061, truck_id: TRK00041, trailer_id: TRL00009, dispatch_date: 2022-01-23, actual_distance_miles: 554, actual_duration_hours: 8.7, fuel_gallons_used: 98.1, average_mpg: 5.65, idle_time_hours: 5.1, trip_status: Completed
trip_id: TRIP00001831, load_id: LOAD00001831, driver_id: DRV00098, truck_id: TRK00055, trailer_id: TRL00010, dispatch_date: 2022-01-23, actual_distance_miles: 2218, actual_duration_hours: 37.9, fuel_gallons_used: 332.0, average_mpg: 6.68, idle_time_hours: 6.7, trip_status: Completed
trip_id: TRIP00001832, load_id: LOAD00001832, driver_id: DRV00005, truck_id: TRK00079, trailer_id: TRL00113, dispatch_date: 2022-01-23, actual_distance_miles: 1737, actual_duration_hours: 30.8, fuel_gallons_used: 313.5, average_mpg: 5.54, idle_time_hours: 11.8, trip_status: Completed
trip_id: TRIP00001833, load_id: LOAD00001833, driver_id: DRV00029, truck_id: TRK00114, trailer_id: nan, dispatch_date: 2022-01-23, actual_distance_miles: 2150, actual_duration_hours: 33.5, fuel_gallons_used: 302.8, average_mpg: 7.1, idle_time_hours: 7.6, trip_status: Completed
trip_id: TRIP00001834, load_id: LOAD00001834, driver_id: DRV00125, truck_id: TRK00083, trailer_id: TRL00025, dispatch_date: 2022-01-23, actual_distance_miles: 168, actual_duration_hours: 3.2, fuel_gallons_used: 29.1, average_mpg: 5.78, idle_time_hours: 3.7, trip_status: Completed
trip_id: TRIP00001835, load_id: LOAD00001835, driver_id: DRV00092, truck_id: TRK00016, trailer_id: nan, dispatch_date: 2022-01-23, actual_distance_miles: 2590, actual_duration_hours: 44.9, fuel_gallons_used: 358.7, average_mpg: 7.22, idle_time_hours: 10.9, trip_status: Completed
trip_id: TRIP00001836, load_id: LOAD00001836, driver_id: DRV00114, truck_id: TRK00063, trailer_id: TRL00087, dispatch_date: 2022-01-23, actual_distance_miles: 2430, actual_duration_hours: 41.0, fuel_gallons_used: 364.3, average_mpg: 6.67, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00001837, load_id: LOAD00001837, driver_id: DRV00030, truck_id: TRK00014, trailer_id: TRL00093, dispatch_date: 2022-01-23, actual_distance_miles: 1401, actual_duration_hours: 22.0, fuel_gallons_used: 242.8, average_mpg: 5.77, idle_time_hours: 2.3, trip_status: Completed
trip_id: TRIP00001838, load_id: LOAD00001838, driver_id: DRV00070, truck_id: TRK00067, trailer_id: TRL00013, dispatch_date: 2022-01-23, actual_distance_miles: 974, actual_duration_hours: 19.4, fuel_gallons_used: 141.2, average_mpg: 6.9, idle_time_hours: 9.9, trip_status: Completed
trip_id: TRIP00001839, load_id: LOAD00001839, driver_id: DRV00064, truck_id: TRK00108, trailer_id: TRL00173, dispatch_date: 2022-01-23, actual_distance_miles: 272, actual_duration_hours: 5.1, fuel_gallons_used: 47.3, average_mpg: 5.75, idle_time_hours: 6.2, trip_status: Completed
trip_id: TRIP00001840, load_id: LOAD00001840, driver_id: DRV00107, truck_id: TRK00054, trailer_id: TRL00036, dispatch_date: 2022-01-24, actual_distance_miles: 1568, actual_duration_hours: 27.4, fuel_gallons_used: 209.9, average_mpg: 7.47, idle_time_hours: 11.1, trip_status: Completed
trip_id: TRIP00001841, load_id: LOAD00001841, driver_id: DRV00092, truck_id: TRK00067, trailer_id: TRL00074, dispatch_date: 2022-01-24, actual_distance_miles: 2116, actual_duration_hours: 39.5, fuel_gallons_used: 296.8, average_mpg: 7.13, idle_time_hours: 10.1, trip_status: Completed
trip_id: TRIP00001842, load_id: LOAD00001842, driver_id: DRV00005, truck_id: TRK00113, trailer_id: TRL00102, dispatch_date: 2022-01-24, actual_distance_miles: 779, actual_duration_hours: 13.5, fuel_gallons_used: 105.3, average_mpg: 7.4, idle_time_hours: 8.6, trip_status: Completed
trip_id: TRIP00001843, load_id: LOAD00001843, driver_id: DRV00059, truck_id: TRK00082, trailer_id: TRL00096, dispatch_date: 2022-01-24, actual_distance_miles: 2252, actual_duration_hours: 41.7, fuel_gallons_used: 400.0, average_mpg: 5.63, idle_time_hours: 3.4, trip_status: Completed
trip_id: TRIP00001844, load_id: LOAD00001844, driver_id: DRV00003, truck_id: TRK00090, trailer_id: TRL00095, dispatch_date: 2022-01-24, actual_distance_miles: 614, actual_duration_hours: 11.0, fuel_gallons_used: 98.6, average_mpg: 6.23, idle_time_hours: 10.1, trip_status: Completed
trip_id: TRIP00001845, load_id: LOAD00001845, driver_id: DRV00102, truck_id: TRK00019, trailer_id: TRL00123, dispatch_date: 2022-01-24, actual_distance_miles: 1257, actual_duration_hours: 21.1, fuel_gallons_used: 227.3, average_mpg: 5.53, idle_time_hours: 5.3, trip_status: Completed
trip_id: TRIP00001846, load_id: LOAD00001846, driver_id: DRV00053, truck_id: TRK00036, trailer_id: TRL00098, dispatch_date: 2022-01-24, actual_distance_miles: 1849, actual_duration_hours: 34.4, fuel_gallons_used: 308.7, average_mpg: 5.99, idle_time_hours: 3.9, trip_status: Completed
