incident_id: INC00000001, trip_id: TRIP00036079, truck_id: TRK00006, driver_id: DRV00006, incident_date: 2023-04-09 14:00:00, incident_type: Moving Violation, location_city: Columbus, location_state: PA, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 12629.26, cargo_damage_cost: 0.0, claim_amount: 12629.26, preventable_flag: True, description: Severe incident involving equipment
incident_id: INC00000156, trip_id: TRIP00040023, truck_id: TRK00063, driver_id: DRV00013, incident_date: 2023-05-28 12:00:00, incident_type: Moving Violation, location_city: Indianapolis, location_state: IN, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 18911.94, claim_amount: 18911.94, preventable_flag: True, description: Minor incident involving traffic
incident_id: INC00000157, trip_id: TRIP00035196, truck_id: TRK00057, driver_id: DRV00144, incident_date: 2023-03-29 00:00:00, incident_type: Accident, location_city: Columbus, location_state: MN, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 22050.56, cargo_damage_cost: 0.0, claim_amount: 22050.56, preventable_flag: False, description: Minor incident involving other driver
incident_id: INC00000158, trip_id: TRIP00044214, truck_id: TRK00023, driver_id: DRV00144, incident_date: 2023-07-23 11:00:00, incident_type: Customer Complaint, location_city: Denver, location_state: NC, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 18006.54, cargo_damage_cost: 0.0, claim_amount: 18006.54, preventable_flag: False, description: Moderate incident involving weather
incident_id: INC00000159, trip_id: TRIP00016588, truck_id: TRK00002, driver_id: DRV00142, incident_date: 2022-08-03 01:00:00, incident_type: Equipment Damage, location_city: Atlanta, location_state: OK, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 17785.05, cargo_damage_cost: 44746.09, claim_amount: 62531.14, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000160, trip_id: TRIP00074543, truck_id: TRK00019, driver_id: DRV00036, incident_date: 2024-08-17 07:00:00, incident_type: Equipment Damage, location_city: Las Vegas, location_state: CA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 10368.65, cargo_damage_cost: 3080.69, claim_amount: 13449.34, preventable_flag: True, description: Severe incident involving other driver
incident_id: INC00000161, trip_id: TRIP00076246, truck_id: TRK00035, driver_id: DRV00028, incident_date: 2024-09-06 07:00:00, incident_type: Accident, location_city: Minneapolis, location_state: IN, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000162, trip_id: TRIP00063717, truck_id: TRK00026, driver_id: DRV00132, incident_date: 2024-04-01 14:00:00, incident_type: Customer Complaint, location_city: Kansas City, location_state: OR, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 13452.82, cargo_damage_cost: 0.0, claim_amount: 13452.82, preventable_flag: False, description: Severe incident involving weather
incident_id: INC00000163, trip_id: TRIP00057482, truck_id: TRK00054, driver_id: DRV00056, incident_date: 2024-01-12 22:00:00, incident_type: Customer Complaint, location_city: Detroit, location_state: UT, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Severe incident involving traffic
incident_id: INC00000164, trip_id: TRIP00000277, truck_id: TRK00069, driver_id: DRV00047, incident_date: 2022-01-05 02:00:00, incident_type: DOT Violation, location_city: Houston, location_state: NV, at_fault_flag: True, injury_flag: False, vehicle_damage_cost: 12983.51, cargo_damage_cost: 0.0, claim_amount: 12983.51, preventable_flag: False, description: Moderate incident involving equipment
incident_id: INC00000165, trip_id: TRIP00050936, truck_id: TRK00050, driver_id: DRV00150, incident_date: 2023-10-18 01:00:00, incident_type: Moving Violation, location_city: Denver, location_state: OH, at_fault_flag: False, injury_flag: True, vehicle_damage_cost: 0.0, cargo_damage_cost: 33733.85, claim_amount: 33733.85, preventable_flag: False, description: Minor incident involving equipment
incident_id: INC00000166, trip_id: TRIP00066718, truck_id: TRK00063, driver_id: DRV00018, incident_date: 2024-05-09 08:00:00, incident_type: DOT Violation, location_city: Houston, location_state: PA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000167, trip_id: TRIP00039570, truck_id: TRK00061, driver_id: DRV00038, incident_date: 2023-05-23 07:00:00, incident_type: Equipment Damage, location_city: Miami, location_state: GA, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 20745.08, claim_amount: 20745.08, preventable_flag: False, description: Moderate incident involving other driver
incident_id: INC00000168, trip_id: TRIP00000532, truck_id: TRK00071, driver_id: DRV00003, incident_date: 2022-01-08 17:00:00, incident_type: DOT Violation, location_city: Kansas City, location_state: NV, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 6355.71, cargo_damage_cost: 0.0, claim_amount: 6355.71, preventable_flag: False, description: Moderate incident involving traffic
incident_id: INC00000169, trip_id: TRIP00068312, truck_id: TRK00020, driver_id: DRV00139, incident_date: 2024-05-27 00:00:00, incident_type: Equipment Damage, location_city: Dallas, location_state: MI, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 23060.0, cargo_damage_cost: 19477.23, claim_amount: 42537.23, preventable_flag: True, description: Moderate incident involving equipment
incident_id: INC00000170, trip_id: TRIP00036297, truck_id: TRK00013, driver_id: DRV00020, incident_date: 2023-04-12 04:00:00, incident_type: Moving Violation, location_city: Memphis, location_state: NY, at_fault_flag: False, injury_flag: False, vehicle_damage_cost: 0.0, cargo_damage_cost: 0.0, claim_amount: 0.0, preventable_flag: False, description: Severe incident involving other driver
